t_s,temp,setpoint,heat,cool,err,err_remain_ms,db_remain_ms
69.8,26.52,30.0,0,0,0,0,0
69.9,26.49,30.0,0,0,0,0,0
70.0,26.45,30.0,0,0,0,0,0
70.1,26.42,30.0,0,0,0,0,0
70.2,26.39,30.0,0,0,0,0,0
70.3,26.36,30.0,0,0,0,0,0
70.4,26.33,30.0,0,0,0,0,0
70.5,26.29,30.0,0,0,0,0,0
70.6,26.26,30.0,0,0,0,0,0
70.7,26.23,30.0,0,0,0,0,0
70.8,26.2,30.0,0,0,0,0,0
70.9,26.17,30.0,0,0,0,0,0
71.0,26.14,30.0,0,0,0,0,0
71.1,26.11,30.0,0,0,0,0,0
71.2,26.08,30.0,0,0,0,0,0
71.3,26.05,30.0,0,0,0,0,0
71.4,26.02,30.0,0,0,0,0,0
71.5,25.99,30.0,0,0,0,0,0
71.6,25.96,30.0,0,0,0,0,0
71.7,25.93,30.0,0,0,0,0,0
71.8,25.9,30.0,0,0,0,0,0
71.9,25.87,30.0,0,0,0,0,0
72.0,25.84,30.0,0,0,0,0,0
72.1,25.81,30.0,0,0,0,0,0
72.2,25.78,30.0,0,0,0,0,0
72.3,25.75,30.0,0,0,0,0,0
72.4,25.72,30.0,0,0,0,0,0
72.5,25.69,30.0,0,0,0,0,0
72.6,25.67,30.0,0,0,0,0,0
72.7,25.64,30.0,0,0,0,0,0
72.8,25.61,30.0,0,0,0,0,0
72.9,25.58,30.0,0,0,0,0,0
73.0,25.55,30.0,0,0,0,0,0
73.1,25.52,30.0,0,0,0,0,0
73.2,25.5,30.0,0,0,0,0,0
73.3,25.47,30.0,0,0,0,0,0
73.4,25.44,30.0,0,0,0,0,0
73.5,25.42,30.0,0,0,0,0,0
73.6,25.39,30.0,0,0,0,0,0
73.7,25.36,30.0,0,0,0,0,0
73.8,25.33,30.0,0,0,0,0,0
73.9,25.31,30.0,0,0,0,0,0
74.0,25.28,30.0,0,0,0,0,0
74.1,25.25,30.0,0,0,0,0,0
74.2,25.23,30.0,0,0,0,0,0
74.3,25.2,30.0,0,0,0,0,0
74.4,25.18,30.0,0,0,0,0,0
74.5,25.15,30.0,0,0,0,0,0
74.6,25.12,30.0,0,0,0,0,0
74.7,25.1,30.0,0,0,0,0,0
74.8,25.07,30.0,0,0,0,0,0
74.9,25.05,30.0,0,0,0,0,0
75.0,25.02,30.0,0,0,0,0,0
75.1,25.0,30.0,0,0,0,0,0
75.2,24.97,30.0,0,0,0,0,500
75.3,24.95,30.0,0,0,0,0,400
75.4,24.92,30.0,0,0,0,0,300
75.5,24.9,30.0,0,0,0,0,200
75.6,24.87,30.0,0,0,0,0,100
75.7,25.65,30.0,1,0,0,0,0
75.8,26.42,30.0,1,0,0,0,0
75.9,27.19,30.0,1,0,0,0,0
76.0,27.95,30.0,1,0,0,0,0
76.1,28.71,30.0,1,0,0,0,0
76.2,29.47,30.0,1,0,0,0,0
76.3,30.22,30.0,1,0,0,0,0
76.4,30.17,30.0,0,0,0,0,0
76.5,30.12,30.0,0,0,0,0,0
76.6,30.07,30.0,0,0,0,0,0
76.7,30.02,30.0,0,0,0,0,0
76.8,29.97,30.0,0,0,0,0,0
76.9,29.92,30.0,0,0,0,0,0
77.0,29.87,30.0,0,0,0,0,0
77.1,29.82,30.0,0,0,0,0,0
77.2,29.77,30.0,0,0,0,0,0
77.3,29.72,30.0,0,0,0,0,0
77.4,29.67,30.0,0,0,0,0,0
77.5,29.63,30.0,0,0,0,0,0
77.6,29.58,30.0,0,0,0,0,0
77.7,29.53,30.0,0,0,0,0,0
77.8,29.48,30.0,0,0,0,0,0
77.9,29.43,30.0,0,0,0,0,0
78.0,29.39,30.0,0,0,0,0,0
78.1,29.34,30.0,0,0,0,0,0
78.2,29.29,30.0,0,0,0,0,0
78.3,29.25,30.0,0,0,0,0,0
78.4,29.2,30.0,0,0,0,0,0
78.5,29.16,30.0,0,0,0,0,0
78.6,29.11,30.0,0,0,0,0,0
78.7,29.06,30.0,0,0,0,0,0
78.8,29.02,30.0,0,0,0,0,0
78.9,28.97,30.0,0,0,0,0,0
79.0,28.93,30.0,0,0,0,0,0
79.1,28.88,30.0,0,0,0,0,0
79.2,28.84,30.0,0,0,0,0,0
79.3,28.8,30.0,0,0,0,0,0
79.4,28.75,30.0,0,0,0,0,0
79.5,28.71,30.0,0,0,0,0,0
79.6,28.66,30.0,0,0,0,0,0
79.7,28.62,30.0,0,0,0,0,0
79.8,28.58,30.0,0,0,0,0,0
79.9,28.53,30.0,0,0,0,0,0
80.0,28.49,30.0,0,0,0,0,0
80.1,28.45,30.0,0,0,0,0,0
80.2,28.41,30.0,0,0,0,0,0
80.3,28.37,30.0,0,0,0,0,0
80.4,28.32,30.0,0,0,0,0,0
80.5,28.28,30.0,0,0,0,0,0
80.6,28.24,30.0,0,0,0,0,0
80.7,28.2,30.0,0,0,0,0,0
80.8,28.16,30.0,0,0,0,0,0
80.9,28.12,30.0,0,0,0,0,0
81.0,28.08,30.0,0,0,0,0,0
81.1,28.04,30.0,0,0,0,0,0
81.2,28.0,30.0,0,0,0,0,0
81.3,27.96,30.0,0,0,0,0,0
81.4,27.92,30.0,0,0,0,0,0
81.5,27.88,30.0,0,0,0,0,0
81.6,27.84,30.0,0,0,0,0,0
81.7,27.8,30.0,0,0,0,0,0
81.8,27.76,30.0,0,0,0,0,0
81.9,27.72,30.0,0,0,0,0,0
82.0,27.68,30.0,0,0,0,0,0
82.1,27.64,30.0,0,0,0,0,0
82.2,27.61,30.0,0,0,0,0,0
82.3,27.57,30.0,0,0,0,0,0
82.4,27.53,30.0,0,0,0,0,0
82.5,27.49,30.0,0,0,0,0,0
82.6,27.45,30.0,0,0,0,0,0
82.7,27.42,30.0,0,0,0,0,0
82.8,27.38,30.0,0,0,0,0,0
82.9,27.34,30.0,0,0,0,0,0
83.0,27.31,30.0,0,0,0,0,0
83.1,27.27,30.0,0,0,0,0,0
83.2,27.23,30.0,0,0,0,0,0
83.3,27.2,30.0,0,0,0,0,0
83.4,27.16,30.0,0,0,0,0,0
83.5,27.13,30.0,0,0,0,0,0
83.6,27.09,30.0,0,0,0,0,0
83.7,27.05,30.0,0,0,0,0,0
83.8,27.02,30.0,0,0,0,0,0
83.9,26.98,30.0,0,0,0,0,0
84.0,26.95,30.0,0,0,0,0,0
84.1,26.91,30.0,0,0,0,0,0
84.2,26.88,30.0,0,0,0,0,0
84.3,26.85,30.0,0,0,0,0,0
84.4,26.81,30.0,0,0,0,0,0
84.5,26.78,30.0,0,0,0,0,0
84.6,26.74,30.0,0,0,0,0,0
84.7,26.71,30.0,0,0,0,0,0
84.8,26.68,30.0,0,0,0,0,0
84.9,26.64,30.0,0,0,0,0,0
85.0,26.61,30.0,0,0,0,0,0
85.1,26.58,30.0,0,0,0,0,0
85.2,26.54,30.0,0,0,0,0,0
85.3,26.51,30.0,0,0,0,0,0
85.4,26.48,30.0,0,0,0,0,0
85.5,26.45,30.0,0,0,0,0,0
85.6,26.41,30.0,0,0,0,0,0
85.7,26.38,30.0,0,0,0,0,0
85.8,26.35,30.0,0,0,0,0,0
85.9,26.32,30.0,0,0,0,0,0
86.0,26.29,30.0,0,0,0,0,0
86.1,26.26,30.0,0,0,0,0,0
86.2,26.22,30.0,0,0,0,0,0
86.3,26.19,30.0,0,0,0,0,0
86.4,26.16,30.0,0,0,0,0,0
86.5,26.13,30.0,0,0,0,0,0
86.6,26.1,30.0,0,0,0,0,0
86.7,26.07,30.0,0,0,0,0,0
86.8,26.04,30.0,0,0,0,0,0
86.9,26.01,30.0,0,0,0,0,0
87.0,25.98,30.0,0,0,0,0,0
87.1,25.95,30.0,0,0,0,0,0
87.2,25.92,30.0,0,0,0,0,0
87.3,25.89,30.0,0,0,0,0,0
87.4,25.86,30.0,0,0,0,0,0
87.5,25.83,30.0,0,0,0,0,0
87.6,25.8,30.0,0,0,0,0,0
87.7,25.77,30.0,0,0,0,0,0
87.8,25.74,30.0,0,0,0,0,0
87.9,25.72,30.0,0,0,0,0,0
88.0,25.69,30.0,0,0,0,0,0
88.1,25.66,30.0,0,0,0,0,0
88.2,25.63,30.0,0,0,0,0,0
88.3,25.6,30.0,0,0,0,0,0
88.4,25.57,30.0,0,0,0,0,0
88.5,25.55,30.0,0,0,0,0,0
88.6,25.52,30.0,0,0,0,0,0
88.7,25.49,30.0,0,0,0,0,0
88.8,25.46,30.0,0,0,0,0,0
88.9,25.44,30.0,0,0,0,0,0
89.0,25.41,30.0,0,0,0,0,0
89.1,25.38,30.0,0,0,0,0,0
89.2,25.35,30.0,0,0,0,0,0
89.3,25.33,30.0,0,0,0,0,0
89.4,25.3,30.0,0,0,0,0,0
89.5,25.27,30.0,0,0,0,0,0
89.6,25.25,30.0,0,0,0,0,0
89.7,25.22,30.0,0,0,0,0,0
89.8,25.2,30.0,0,0,0,0,0
89.9,25.17,30.0,0,0,0,0,0
90.0,25.14,30.0,0,0,0,3000,500
90.1,25.12,30.0,0,0,0,2900,400
90.2,25.09,30.0,0,0,0,2800,300
90.3,25.07,30.0,0,0,0,2700,200
90.4,25.04,30.0,0,0,0,2600,100
90.5,24.22,30.0,0,1,0,2500,0
90.6,23.4,30.0,0,1,0,2400,0
90.7,22.58,30.0,0,1,0,2300,0
90.8,21.77,30.0,0,1,0,2200,0
90.9,20.96,30.0,0,1,0,2100,0
91.0,20.15,30.0,0,1,0,2000,0
91.1,19.35,30.0,0,1,0,1900,0
91.2,18.55,30.0,0,1,0,1800,0
91.3,17.76,30.0,0,1,0,1700,0
91.4,16.97,30.0,0,1,0,1600,0
91.5,16.19,30.0,0,1,0,1500,0
91.6,15.41,30.0,0,1,0,1400,0
91.7,14.63,30.0,0,1,0,1300,0
91.8,13.86,30.0,0,1,0,1200,0
91.9,13.09,30.0,0,1,0,1100,0
92.0,12.32,30.0,0,1,0,1000,0
92.1,11.56,30.0,0,1,0,900,0
92.2,10.8,30.0,0,1,0,800,0
92.3,10.05,30.0,0,1,0,700,0
92.4,9.3,30.0,0,1,0,600,0
92.5,8.55,30.0,0,1,0,500,0
92.6,7.81,30.0,0,1,0,400,0
92.7,7.07,30.0,0,1,0,300,0
92.8,6.34,30.0,0,1,0,200,0
92.9,5.6,30.0,0,1,0,100,0
93.0,5.68,30.0,0,0,1,0,0
93.1,5.75,30.0,0,0,1,0,0
93.2,5.82,30.0,0,0,1,0,0
93.3,5.89,30.0,0,0,1,0,0
93.4,5.96,30.0,0,0,1,0,0
93.5,6.03,30.0,0,0,1,0,0
93.6,6.1,30.0,0,0,1,0,0
93.7,6.17,30.0,0,0,1,0,0
93.8,6.24,30.0,0,0,1,0,0
93.9,6.31,30.0,0,0,1,0,0
94.0,6.38,30.0,0,0,1,0,0
94.1,6.44,30.0,0,0,1,0,0
94.2,6.51,30.0,0,0,1,0,0
94.3,6.58,30.0,0,0,1,0,0
94.4,6.65,30.0,0,0,1,0,0
94.5,6.71,30.0,0,0,1,0,0
94.6,6.78,30.0,0,0,1,0,0
94.7,6.85,30.0,0,0,1,0,0
94.8,6.91,30.0,0,0,1,0,0
94.9,6.98,30.0,0,0,1,0,0
95.0,7.04,30.0,0,0,0,3000,500
95.1,7.11,30.0,0,0,0,2900,400
95.2,7.17,30.0,0,0,0,2800,300
95.3,7.24,30.0,0,0,0,2700,200
95.4,7.3,30.0,0,0,0,2600,100
95.5,8.16,30.0,1,0,0,2500,0
95.6,9.02,30.0,1,0,0,2400,0
95.7,9.88,30.0,1,0,0,2300,0
95.8,10.73,30.0,1,0,0,2200,0
95.9,11.57,30.0,1,0,0,0,0
96.0,12.42,30.0,1,0,0,0,0
96.1,13.25,30.0,1,0,0,0,0
96.2,14.09,30.0,1,0,0,0,0
96.3,14.92,30.0,1,0,0,0,0
96.4,15.74,30.0,1,0,0,0,0
96.5,16.56,30.0,1,0,0,0,0
96.6,17.38,30.0,1,0,0,0,0
96.7,18.19,30.0,1,0,0,0,0
96.8,19.0,30.0,1,0,0,0,0
96.9,19.81,30.0,1,0,0,0,0
97.0,20.61,30.0,1,0,0,0,0
97.1,21.41,30.0,1,0,0,0,0
97.2,22.2,30.0,1,0,0,0,0
97.3,22.99,30.0,1,0,0,0,0
97.4,23.77,30.0,1,0,0,0,0
97.5,24.55,30.0,1,0,0,0,0
97.6,25.33,30.0,1,0,0,0,0
97.7,26.1,30.0,1,0,0,0,0
97.8,26.87,30.0,1,0,0,0,0
97.9,27.64,30.0,1,0,0,0,0
98.0,28.4,30.0,1,0,0,0,0
98.1,29.16,30.0,1,0,0,0,0
98.2,29.91,30.0,1,0,0,0,0
98.3,30.66,30.0,1,0,0,0,0
98.4,30.61,30.0,0,0,0,0,0
98.5,30.56,30.0,0,0,0,0,0
98.6,30.51,30.0,0,0,0,0,0
98.7,30.45,30.0,0,0,0,0,0
98.8,30.4,30.0,0,0,0,0,0
98.9,30.35,30.0,0,0,0,0,0
99.0,30.3,30.0,0,0,0,0,0
99.1,30.25,30.0,0,0,0,0,0
99.2,30.19,30.0,0,0,0,0,0
99.3,30.14,30.0,0,0,0,0,0
99.4,30.09,30.0,0,0,0,0,0
99.5,30.04,30.0,0,0,0,0,0
99.6,29.99,30.0,0,0,0,0,0
99.7,29.94,30.0,0,0,0,0,0
99.8,29.89,30.0,0,0,0,0,0
99.9,29.84,30.0,0,0,0,0,0
100.0,29.79,30.0,0,0,0,0,0
100.1,29.74,30.0,0,0,0,0,0
100.2,29.7,30.0,0,0,0,0,0
100.3,29.65,30.0,0,0,0,0,0
100.4,29.6,30.0,0,0,0,0,0
100.5,29.55,30.0,0,0,0,0,0
100.6,29.5,30.0,0,0,0,0,0
100.7,29.46,30.0,0,0,0,0,0
100.8,29.41,30.0,0,0,0,0,0
100.9,29.36,30.0,0,0,0,0,0
101.0,29.31,30.0,0,0,0,0,0
101.1,29.27,30.0,0,0,0,0,0
101.2,29.22,30.0,0,0,0,0,0
101.3,29.18,30.0,0,0,0,0,0
101.4,29.13,30.0,0,0,0,0,0
101.5,29.08,30.0,0,0,0,0,0
101.6,29.04,30.0,0,0,0,0,0
101.7,28.99,30.0,0,0,0,0,0
101.8,28.95,30.0,0,0,0,0,0
101.9,28.9,30.0,0,0,0,0,0
102.0,28.86,30.0,0,0,0,0,0
102.1,28.81,30.0,0,0,0,0,0
102.2,28.77,30.0,0,0,0,0,0
102.3,28.73,30.0,0,0,0,0,0
102.4,28.68,30.0,0,0,0,0,0
102.5,28.64,30.0,0,0,0,0,0
102.6,28.6,30.0,0,0,0,0,0
102.7,28.55,30.0,0,0,0,0,0
102.8,28.51,30.0,0,0,0,0,0
102.9,28.47,30.0,0,0,0,0,0
103.0,28.43,30.0,0,0,0,0,0
103.1,28.38,30.0,0,0,0,0,0
103.2,28.34,30.0,0,0,0,0,0
103.3,28.3,30.0,0,0,0,0,0
103.4,28.26,30.0,0,0,0,0,0
103.5,28.22,30.0,0,0,0,0,0
103.6,28.18,30.0,0,0,0,0,0
103.7,28.14,30.0,0,0,0,0,0
103.8,28.09,30.0,0,0,0,0,0
103.9,28.05,30.0,0,0,0,0,0
104.0,28.01,30.0,0,0,0,0,0
104.1,27.97,30.0,0,0,0,0,0
104.2,27.93,30.0,0,0,0,0,0
104.3,27.89,30.0,0,0,0,0,0
104.4,27.85,30.0,0,0,0,0,0
104.5,27.82,30.0,0,0,0,0,0
104.6,27.78,30.0,0,0,0,0,0
104.7,27.74,30.0,0,0,0,0,0
104.8,27.7,30.0,0,0,0,0,0
104.9,27.66,30.0,0,0,0,0,0
105.0,27.62,30.0,0,0,0,0,0
105.1,27.58,30.0,0,0,0,0,0
105.2,27.55,30.0,0,0,0,0,0
105.3,27.51,30.0,0,0,0,0,0
105.4,27.47,30.0,0,0,0,0,0
105.5,27.43,30.0,0,0,0,0,0
105.6,27.4,30.0,0,0,0,0,0
105.7,27.36,30.0,0,0,0,0,0
105.8,27.32,30.0,0,0,0,0,0
105.9,27.29,30.0,0,0,0,0,0
106.0,27.25,30.0,0,0,0,0,0
106.1,27.21,30.0,0,0,0,0,0
106.2,27.18,30.0,0,0,0,0,0
106.3,27.14,30.0,0,0,0,0,0
106.4,27.11,30.0,0,0,0,0,0
106.5,27.07,30.0,0,0,0,0,0
106.6,27.03,30.0,0,0,0,0,0
106.7,27.0,30.0,0,0,0,0,0
106.8,26.96,30.0,0,0,0,0,0
106.9,26.93,30.0,0,0,0,0,0
107.0,26.9,30.0,0,0,0,0,0
107.1,26.86,30.0,0,0,0,0,0
107.2,26.83,30.0,0,0,0,0,0
107.3,26.79,30.0,0,0,0,0,0
107.4,26.76,30.0,0,0,0,0,0
107.5,26.72,30.0,0,0,0,0,0
107.6,26.69,30.0,0,0,0,0,0
107.7,26.66,30.0,0,0,0,0,0
107.8,26.62,30.0,0,0,0,0,0
107.9,26.59,30.0,0,0,0,0,0
108.0,26.56,30.0,0,0,0,0,0
108.1,26.53,30.0,0,0,0,0,0
108.2,26.49,30.0,0,0,0,0,0
108.3,26.46,30.0,0,0,0,0,0
108.4,26.43,30.0,0,0,0,0,0
108.5,26.4,30.0,0,0,0,0,0
108.6,26.36,30.0,0,0,0,0,0
108.7,26.33,30.0,0,0,0,0,0
108.8,26.3,30.0,0,0,0,0,0
108.9,26.27,30.0,0,0,0,0,0
109.0,26.24,30.0,0,0,0,0,0
109.1,26.21,30.0,0,0,0,0,0
109.2,26.18,30.0,0,0,0,0,0
109.3,26.14,30.0,0,0,0,0,0
109.4,26.11,30.0,0,0,0,0,0
109.5,26.08,30.0,0,0,0,0,0
109.6,26.05,30.0,0,0,0,0,0
109.7,26.02,30.0,0,0,0,0,0
109.8,25.99,30.0,0,0,0,0,0
109.9,25.96,30.0,0,0,0,0,0
110.0,25.93,30.0,0,0,0,0,0
110.1,25.9,30.0,0,0,0,0,0
110.2,25.87,30.0,0,0,0,0,0
110.3,25.84,30.0,0,0,0,0,0
110.4,25.81,30.0,0,0,0,0,0
110.5,25.79,30.0,0,0,0,0,0
110.6,25.76,30.0,0,0,0,0,0
110.7,25.73,30.0,0,0,0,0,0
110.8,25.7,30.0,0,0,0,0,0
110.9,25.67,30.0,0,0,0,0,0
111.0,25.64,30.0,0,0,0,0,0
111.1,25.61,30.0,0,0,0,0,0
111.2,25.59,30.0,0,0,0,0,0
111.3,25.56,30.0,0,0,0,0,0
111.4,25.53,30.0,0,0,0,0,0
111.5,25.5,30.0,0,0,0,0,0
111.6,25.48,30.0,0,0,0,0,0
111.7,25.45,30.0,0,0,0,0,0
111.8,25.42,30.0,0,0,0,0,0
111.9,25.39,30.0,0,0,0,0,0
112.0,25.37,30.0,0,0,0,0,0
112.1,25.34,30.0,0,0,0,0,0
112.2,25.31,30.0,0,0,0,0,0
112.3,25.29,30.0,0,0,0,0,0
112.4,25.26,30.0,0,0,0,0,0
112.5,25.23,30.0,0,0,0,0,0
112.6,25.21,30.0,0,0,0,0,0
112.7,25.18,30.0,0,0,0,0,0
112.8,25.16,30.0,0,0,0,0,0
112.9,25.13,30.0,0,0,0,0,0
113.0,25.1,30.0,0,0,0,0,0
113.1,25.08,30.0,0,0,0,0,0
113.2,25.05,30.0,0,0,0,0,0
113.3,25.03,30.0,0,0,0,0,0
113.4,25.0,30.0,0,0,0,0,0
113.5,24.98,30.0,0,0,0,0,0
113.6,24.95,30.0,0,0,0,0,500
113.7,24.93,30.0,0,0,0,0,400
113.8,24.9,30.0,0,0,0,0,300
113.9,24.88,30.0,0,0,0,0,200
114.0,24.85,30.0,0,0,0,0,100
114.1,25.63,30.0,1,0,0,0,0
114.2,26.4,30.0,1,0,0,0,0
114.3,27.17,30.0,1,0,0,0,0
114.4,27.93,30.0,1,0,0,0,0
114.5,28.69,30.0,1,0,0,0,0
114.6,29.45,30.0,1,0,0,0,0
114.7,30.2,30.0,1,0,0,0,0
114.8,30.15,30.0,0,0,0,0,0
114.9,30.1,30.0,0,0,0,0,0
115.0,30.05,30.0,0,0,0,0,0
115.1,30.0,30.0,0,0,0,0,0
115.2,29.95,30.0,0,0,0,0,0
115.3,29.9,30.0,0,0,0,0,0
115.4,29.85,30.0,0,0,0,0,0
115.5,29.8,30.0,0,0,0,0,0
115.6,29.75,30.0,0,0,0,0,0
115.7,29.71,30.0,0,0,0,0,0
115.8,29.66,30.0,0,0,0,0,0
115.9,29.61,30.0,0,0,0,0,0
116.0,29.56,30.0,0,0,0,0,0
116.1,29.51,30.0,0,0,0,0,0
116.2,29.46,30.0,0,0,0,0,0
116.3,29.42,30.0,0,0,0,0,0
116.4,29.37,30.0,0,0,0,0,0
116.5,29.32,30.0,0,0,0,0,0
116.6,29.28,30.0,0,0,0,0,0
116.7,29.23,30.0,0,0,0,0,0
116.8,29.18,30.0,0,0,0,0,0
116.9,29.14,30.0,0,0,0,0,0
117.0,29.09,30.0,0,0,0,0,0
117.1,29.05,30.0,0,0,0,0,0
117.2,29.0,30.0,0,0,0,0,0
117.3,28.96,30.0,0,0,0,0,0
117.4,28.91,30.0,0,0,0,0,0
117.5,28.87,30.0,0,0,0,0,0
117.6,28.82,30.0,0,0,0,0,0
117.7,28.78,30.0,0,0,0,0,0
117.8,28.74,30.0,0,0,0,0,0
117.9,28.69,30.0,0,0,0,0,0
118.0,28.65,30.0,0,0,0,0,0
118.1,28.61,30.0,0,0,0,0,0
118.2,28.56,30.0,0,0,0,0,0
118.3,28.52,30.0,0,0,0,0,0
118.4,28.48,30.0,0,0,0,0,0
118.5,28.43,30.0,0,0,0,0,0
118.6,28.39,30.0,0,0,0,0,0
118.7,28.35,30.0,0,0,0,0,0
118.8,28.31,30.0,0,0,0,0,0
118.9,28.27,30.0,0,0,0,0,0
119.0,28.23,30.0,0,0,0,0,0
119.1,28.18,30.0,0,0,0,0,0
119.2,28.14,30.0,0,0,0,0,0
119.3,28.1,30.0,0,0,0,0,0
119.4,28.06,30.0,0,0,0,0,0
119.5,28.02,30.0,0,0,0,0,0
119.6,27.98,30.0,0,0,0,0,0
119.7,27.94,30.0,0,0,0,0,0
119.8,27.9,30.0,0,0,0,0,0
119.9,27.86,30.0,0,0,0,0,0
120.0,27.82,30.0,0,0,0,0,0
